atccode,target
L04AA29,Tyrosine-protein kinase JAK2
L04AA29,Tyrosine-protein kinase JAK3
L04AA29,Non-receptor tyrosine-protein kinase TYK2
L01XE21,Vascular endothelial growth factor receptor 1
L01XE21,Vascular endothelial growth factor receptor 2
L01XE21,Vascular endothelial growth factor receptor 3
L01XE21,Mast/stem cell growth factor receptor Kit
L01XE21,Platelet-derived growth factor receptor alpha
L01XE21,Platelet-derived growth factor receptor beta
L01XE21,Fibroblast growth factor receptor 1
L01XE21,Fibroblast growth factor receptor 2
L01XE21,Angiopoietin-1 receptor
L01XE21,Discoidin domain-containing receptor 2
L01XE21,High affinity nerve growth factor receptor
L01XE21,Ephrin type-A receptor 2
L01XE21,RAF proto-oncogene serine/threonine-protein kinase
L01XE21,Serine/threonine-protein kinase B-raf
L01XE21,Mitogen-activated protein kinase 11
L01XE21,Tyrosine-protein kinase FRK
L01XE21,Tyrosine-protein kinase ABL1
L01XE21,Proto-oncogene tyrosine-protein kinase receptor Ret
R03BB05,Muscarinic acetylcholine receptor M1
R03BB05,Muscarinic acetylcholine receptor M2
R03BB05,Muscarinic acetylcholine receptor M3
R03BB05,Muscarinic acetylcholine receptor M4
R03BB05,Muscarinic acetylcholine receptor M5
R03AL05,Muscarinic acetylcholine receptor M1
R03AL05,Muscarinic acetylcholine receptor M2
R03AL05,Muscarinic acetylcholine receptor M3
R03AL05,Muscarinic acetylcholine receptor M4
R03AL05,Muscarinic acetylcholine receptor M5
V03AF09,Methotrexate
L02BB04,Androgen receptor
A16AX08,Glucagon-like peptide 2 receptor
L01XE24,Tyrosine-protein kinase ABL1
L01XE24,Breakpoint cluster region protein
L01XE24,Mast/stem cell growth factor receptor Kit
L01XE24,Proto-oncogene tyrosine-protein kinase receptor Ret
L01XE24,Angiopoietin-1 receptor
L01XE24,Receptor-type tyrosine-protein kinase FLT3
L01XE24,Fibroblast growth factor receptor 1
L01XE24,Fibroblast growth factor receptor 2
L01XE24,Fibroblast growth factor receptor 3
L01XE24,Fibroblast growth factor receptor 4
L01XE24,Tyrosine-protein kinase Lck
L01XE24,Proto-oncogene tyrosine-protein kinase Src
L01XE24,Tyrosine-protein kinase Lyn
L01XE24,Vascular endothelial growth factor receptor 2
L01XE24,Platelet-derived growth factor receptor alpha
J06BB18,Protective antigen
J04AK05,ATP synthase subunit c
L04AB05,Tumor necrosis factor
R03AL08,Glucocorticoid receptor
R03AL08,Progesterone receptor
R03AL08,Mineralocorticoid receptor
R01AD12,Glucocorticoid receptor
R01AD12,Progesterone receptor
R01AD12,Mineralocorticoid receptor
R03AK10,Glucocorticoid receptor
R03AK10,Progesterone receptor
R03AK10,Mineralocorticoid receptor
R03BA09,Glucocorticoid receptor
R03BA09,Progesterone receptor
R03BA09,Mineralocorticoid receptor
A10BD16,Sodium/glucose cotransporter 2
A10BK02,Sodium/glucose cotransporter 2
L04AX07,Kelch-like ECH-associated protein 1
L04AX07,Transcription factor p65
L04AX06,Protein cereblon
L04AX06,Tumor necrosis factor
L04AX06,Prostaglandin G/H synthase 2
L01XE25,Dual specificity mitogen-activated protein kinase kinase 1
L01XE25,Dual specificity mitogen-activated protein kinase kinase 2
L01XE23,Serine/threonine-protein kinase B-raf
L01XE23,RAF proto-oncogene serine/threonine-protein kinase
L01XE23,Serine/threonine-protein kinase SIK1
L01XE23,Serine/threonine-protein kinase Nek11
L01XE23,LIM domain kinase 1
L01XE13,Epidermal growth factor receptor
L01XE13,Receptor tyrosine-protein kinase erbB-2
L01XE13,Receptor tyrosine-protein kinase erbB-4
J05AX12,Integrase
J05AR27,Integrase
J05AR13,Integrase
J05AR25,Integrase
J05AR21,Integrase
C02KX05,Guanylate cyclase soluble subunit alpha-2
C02KX04,Endothelin-1 receptor
C02KX04,Endothelin B receptor
D01AC18,Cytochrome P450 51
J05AP08,RNA-dependent RNA-polymerase
J05AP51,RNA-dependent RNA-polymerase
J05AP55,RNA-dependent RNA-polymerase
J05AP56,RNA-dependent RNA-polymerase
L01XC15,B-lymphocyte antigen CD20
R06AE04,Histamine H1 receptor
C04AC03,Hydroxycarboxylic acid receptor 3
C04AC03,Hydroxycarboxylic acid receptor 2
C02CA02,Alpha-1A adrenergic receptor
C04AX28,"Glutamate receptor ionotropic, NMDA 2B"
C04AX28,"Glutamate receptor ionotropic, NMDA 1"
C04AX28,G protein-activated inward rectifier potassium channel 1
C04AX28,G protein-activated inward rectifier potassium channel 2
C04AX28,G protein-activated inward rectifier potassium channel 4
G02AD03,Prostaglandin E2 receptor EP2 subtype
G02AD03,Prostaglandin E2 receptor EP3 subtype
C05CA03,Aryl hydrocarbon receptor
C05CA53,Aryl hydrocarbon receptor
N06AA18,Acetylcholinesterase
S01ED06,Beta-1 adrenergic receptor
S01ED06,Beta-2 adrenergic receptor
N05BB02,5-hydroxytryptamine receptor 2C
N05BB02,Sigma non-opioid intracellular receptor 1
N05BB02,Dopamine D3 receptor
N06AA15,Sodium-dependent serotonin transporter
N06AA15,Histamine H1 receptor
N06AA15,5-hydroxytryptamine receptor 2A
N05CD09,GABA(A) Receptor
N05CD09,GABA(A) Receptor Benzodiazepine Binding Site
A03FA04,Dopamine D2 receptor
R05CB02,Transmembrane protease serine 2
R05CB02,Angiotensin-converting enzyme 2
A06AB52,Aquaporin-3
A06AB52,Sodium/Potassium Transporting ATPase subunits
A06AB02,Aquaporin-3
A06AB02,Sodium/Potassium Transporting ATPase subunits
A06AG02,Aquaporin-3
A06AG02,Sodium/Potassium Transporting ATPase subunits
C09XA54,Renin
C09XA53,Renin
C09DX02,Renin
C09XA02,Renin
C09XA52,Renin
J05AP51,Nonstructural protein 5A
N07BA04,Neuronal acetylcholine receptor subunit alpha-4
N07BA04,Neuronal acetylcholine receptor subunit alpha-7
N07BA04,Neuronal acetylcholine receptor subunit alpha-3
N07BA04,Neuronal acetylcholine receptor subunit alpha-6
N07BA04,Neuronal acetylcholine receptor subunit beta-2
L04AC10,Interleukin-17A
B01AC26,Proteinase-activated receptor 1
P01CX04,P-glycoprotein 1
L04AA33,Integrin alpha-4
L04AA33,Integrin beta-7
N05CM19,Orexin receptor type 1
N05CM19,Orexin receptor type 2
L01XC17,Programmed cell death protein 1
L04AC11,Interleukin-6
L01XC18,Programmed cell death protein 1
A10BD19,Sodium/glucose cotransporter 2
A10BD20,Sodium/glucose cotransporter 2
A10BK03,Sodium/glucose cotransporter 2
A16AX10,Ceramide glucosyltransferase
D01AC19,Lanosterol 14-alpha demethylase
D01AE24,Cytosolic leucyl-tRNA synthetase
A10BJ04,Glucagon-like peptide 1 receptor
A10BJ05,Glucagon-like peptide 1 receptor
A16AA07,Leptin receptor
A06AH03,Mu-type opioid receptor
L01XC19,B-lymphocyte antigen CD19
L01XC19,T-cell surface glycoprotein CD3 delta chain
L01XE27,Tyrosine-protein kinase BTK
L01XX47,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
G02CX01,Oxytocin receptor
G02CX01,Vasopressin V1a receptor
G02CX01,Vasopressin V1b receptor
G02CX01,Vasopressin V2 receptor
N03AX24,Cannabinoid receptor 1
N03AX24,Cannabinoid receptor 2
N03AX24,G-protein coupled receptor 12
N03AX24,Glycine receptor subunit alpha-1
N03AX24,Glycine receptor (alpha-1/beta)
N03AX24,Glycine receptor subunit alpha-3
N03AX24,N-arachidonyl glycine receptor
N03AX24,G-protein coupled receptor 55
N03AX24,5-hydroxytryptamine receptor 1A
N03AX24,5-hydroxytryptamine receptor 2A
N03AX24,Neuronal acetylcholine receptor subunit alpha-7
N03AX24,Delta-type opioid receptor
N03AX24,Mu-type opioid receptor
N03AX24,Peroxisome proliferator-activated receptor gamma
N03AX24,Transient receptor potential cation channel subfamily V member 1
N03AX24,Voltage-dependent T-type calcium channel subunit alpha-1G
N03AX24,Voltage-dependent T-type calcium channel subunit alpha-1H
N03AX24,Voltage-dependent T-type calcium channel subunit alpha-1I
N03AX24,Transient receptor potential cation channel subfamily A member 1
N03AX24,Transient receptor potential cation channel subfamily M member 8
N03AX24,Transient receptor potential cation channel subfamily V member 2
N03AX24,Transient receptor potential cation channel subfamily V member 3
N03AX24,Transient receptor potential cation channel subfamily V member 4
N03AX24,Voltage-dependent anion-selective channel protein 1
N03AX24,5-hydroxytryptamine receptor 3A
N03AX24,Adenosine receptor A1
N03AX24,Prostaglandin G/H synthase 1
N03AX24,Prostaglandin G/H synthase 2
N03AX24,"Acetyl-CoA acetyltransferase, mitochondrial"
N03AX24,"Steroid 17-alpha-hydroxylase/17,20 lyase"
N03AX24,3-hydroxy-3-methylglutaryl-coenzyme A reductase
N03AX24,"Glutathione reductase, mitochondrial"
N03AX24,Glutathione peroxidase 1
N03AX24,"Indoleamine 2,3-dioxygenase 1"
N03AX24,Cytochrome P450 1B1
N03AX24,NAD(P)H dehydrogenase [quinone] 1
N03AX24,Catalase
N03AX24,Cytochrome P450 3A5
N03AX24,Cytochrome P450 2D6
N03AX24,Superoxide dismutase [Cu-Zn]
N03AX24,Cytochrome P450 1A2
N03AX24,Cytochrome P450 3A7
N03AX24,Arylalkylamine N-acetyltransferase
N03AX24,N-acylethanolamine-hydrolyzing acid amidase
L01XE28,ALK tyrosine kinase receptor
C10AB08,Peroxisome proliferator-activated receptor alpha
G03GA09,Follicle-stimulating hormone receptor
N06AX26,Sodium-dependent serotonin transporter
N06AX26,5-hydroxytryptamine receptor 3A
N06AX26,5-hydroxytryptamine receptor 7
N06AX26,5-hydroxytryptamine receptor 1B
N06AX26,5-hydroxytryptamine receptor 1A
N06AX26,Beta-1 adrenergic receptor
N06AX26,Sodium-dependent noradrenaline transporter
C01EB15,"3-ketoacyl-CoA thiolase, mitochondrial"
G03CX01,Estrogen receptor alpha
N05CH03,Melatonin receptor type 1A
N05CH03,Melatonin receptor type 1B
L01XE33,Cyclin-dependent kinase 4
L01XE33,Cyclin-dependent kinase 6
L01XX46,Poly [ADP-ribose] polymerase 1
L01XX46,Poly [ADP-ribose] polymerase 2
L01XX46,Poly [ADP-ribose] polymerase 3
B01AF03,Coagulation factor X
R03AL08,Muscarinic acetylcholine receptor M1
R03AL08,Muscarinic acetylcholine receptor M2
R03AL08,Muscarinic acetylcholine receptor M3
R03AL08,Muscarinic acetylcholine receptor M4
R03AL08,Muscarinic acetylcholine receptor M5
R03AL03,Muscarinic acetylcholine receptor M1
R03AL03,Muscarinic acetylcholine receptor M2
R03AL03,Muscarinic acetylcholine receptor M3
R03AL03,Muscarinic acetylcholine receptor M4
R03AL03,Muscarinic acetylcholine receptor M5
R03BB07,Muscarinic acetylcholine receptor M1
R03BB07,Muscarinic acetylcholine receptor M2
R03BB07,Muscarinic acetylcholine receptor M3
R03BB07,Muscarinic acetylcholine receptor M4
R03BB07,Muscarinic acetylcholine receptor M5
L01XC16,GD2 disialoganglioside
L01XE29,Vascular endothelial growth factor receptor 1
L01XE29,Vascular endothelial growth factor receptor 2
L01XE29,Vascular endothelial growth factor receptor 3
L01XE29,Fibroblast growth factor receptor 1
L01XE29,Fibroblast growth factor receptor 2
L01XE29,Fibroblast growth factor receptor 3
L01XE29,Fibroblast growth factor receptor 4
L01XE29,Platelet-derived growth factor receptor alpha
L01XE29,Proto-oncogene tyrosine-protein kinase receptor Ret
L01XE29,Mast/stem cell growth factor receptor Kit
L01XE31,Vascular endothelial growth factor receptor 1
L01XE31,Vascular endothelial growth factor receptor 2
L01XE31,Vascular endothelial growth factor receptor 3
L01XE31,Platelet-derived growth factor receptor alpha
L01XE31,Platelet-derived growth factor receptor beta
L01XE31,Fibroblast growth factor receptor 1
L01XE31,Fibroblast growth factor receptor 2
L01XE31,Fibroblast growth factor receptor 3
L01XE31,Receptor-type tyrosine-protein kinase FLT3
L01XE31,Tyrosine-protein kinase Lck
L01XE31,Tyrosine-protein kinase Lyn
L01XE31,Proto-oncogene tyrosine-protein kinase Src
R03AL06,Beta-2 adrenergic receptor
R03AC19,Beta-2 adrenergic receptor
R03AL08,Beta-2 adrenergic receptor
R03AK10,Beta-2 adrenergic receptor
R03AL03,Beta-2 adrenergic receptor
C01EB17,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2
C07FX05,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2
C07FX06,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2
C05AD02,Ryanodine receptor 1
C05AD02,Ryanodine receptor 2
C05AD02,Voltage-gated sodium channel alpha subunit
N01BA03,Ryanodine receptor 1
N01BA03,Ryanodine receptor 2
N01BA03,Voltage-gated sodium channel alpha subunit
D04AB06,Ryanodine receptor 1
D04AB06,Ryanodine receptor 2
D04AB06,Voltage-gated sodium channel alpha subunit
N01BA53,Ryanodine receptor 1
N01BA53,Ryanodine receptor 2
N01BA53,Voltage-gated sodium channel alpha subunit
S01HA03,Ryanodine receptor 1
S01HA03,Ryanodine receptor 2
S01HA03,Voltage-gated sodium channel alpha subunit
A03AA05,Mu-type opioid receptor
A03AA05,Voltage-dependent L-type calcium channel
A03AA05,Calcium-activated potassium channel
A03AA05,Voltage-dependent T-type calcium channel
A03AA05,Muscarinic acetylcholine receptor M1
A03AA05,Muscarinic acetylcholine receptor M2
A03AA05,Muscarinic acetylcholine receptor M3
A03AA05,Muscarinic acetylcholine receptor M4
A03AX04,Voltage-dependent L-type calcium channel subunit alpha-1S
R01AD57,Glucocorticoid receptor
R01AD57,Histone deacetylase 2
R01AD07,Glucocorticoid receptor
R01AD07,Histone deacetylase 2
A07EA05,Glucocorticoid receptor
A07EA05,Histone deacetylase 2
C04AD02,60S ribosomal protein L3
C04AD02,"NAD(P) transhydrogenase, mitochondrial"
C04AD02,Glyceraldehyde-3-phosphate dehydrogenase
C04AD02,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
C04AD02,"2-oxoglutarate dehydrogenase, mitochondrial"
C04AD02,"Malate dehydrogenase, mitochondrial"
D06AA02,16S ribosomal RNA
D06AA02,30S ribosomal protein S3
D06AA02,30S ribosomal protein S8
D06AA02,30S ribosomal protein S19
D06AA02,30S ribosomal protein S14
D06AA02,30S ribosomal protein S7
S01AA02,16S ribosomal RNA
S01AA02,30S ribosomal protein S3
S01AA02,30S ribosomal protein S8
S01AA02,30S ribosomal protein S19
S01AA02,30S ribosomal protein S14
S01AA02,30S ribosomal protein S7
J01AA03,16S ribosomal RNA
J01AA03,30S ribosomal protein S3
J01AA03,30S ribosomal protein S8
J01AA03,30S ribosomal protein S19
J01AA03,30S ribosomal protein S14
J01AA03,30S ribosomal protein S7
J01AA20,16S ribosomal RNA
J01AA20,30S ribosomal protein S3
J01AA20,30S ribosomal protein S8
J01AA20,30S ribosomal protein S19
J01AA20,30S ribosomal protein S14
J01AA20,30S ribosomal protein S7
A01AB21,16S ribosomal RNA
A01AB21,30S ribosomal protein S3
A01AB21,30S ribosomal protein S8
A01AB21,30S ribosomal protein S19
A01AB21,30S ribosomal protein S14
A01AB21,30S ribosomal protein S7
D07AC06,Annexin A3
D07AC06,Glucocorticoid receptor
D07XC04,Annexin A3
D07XC04,Glucocorticoid receptor
D07BC04,Annexin A3
D07BC04,Glucocorticoid receptor
D10AE01,Catalase
D10AE01,Glutathione peroxidase
D10AE01,Arginine decarboxylase
D10AE01,Protein kinase C
D10AE01,Superoxide Dismutases
D10AE51,Catalase
D10AE51,Glutathione peroxidase
D10AE51,Arginine decarboxylase
D10AE51,Protein kinase C
D10AE51,Superoxide Dismutases
G02CB04,Dopamine D2 receptor
G02CB04,D(1) dopamine receptor
H01AC02,Growth hormone receptor
H01AC02,Insulin-like growth factor 1 receptor
H01CB01,Somatostatin receptor type 1
H01CB01,Somatostatin receptor type 2
H01CB01,Somatostatin receptor type 3
H01CB01,Somatostatin receptor type 4
H01CB01,Somatostatin receptor type 5
J05AR09,Integrase
J05AX11,Integrase
J05AR18,Integrase
J05AP58,Nonstructural protein 5A
J05AP07,Nonstructural protein 5A
L03AA12,Mast/stem cell growth factor receptor Kit
A16AB13,Pyrophosphate
B03XA03,Erythropoietin receptor
V03AB08,Hemoglobin subunit alpha
V03AB08,Hemoglobin subunit beta
V03AB08,Myoglobin
N07BB02,Aldehyde dehydrogenase family 3 member B2
N03AX17,GABA(A) Receptor
N03AX17,L-lactate dehydrogenase A chain
N03AX17,L-lactate dehydrogenase B chain
M02AB02,Transient receptor potential cation channel subfamily V member 1
M01CB04,Adenylate cyclase type 1
M01CB04,Adenylate cyclase type 2
M01CB04,Adenylate cyclase type 5
L03AB13,Interferon alpha/beta receptor 1
G03AB08,Progesterone receptor
G03AB08,Androgen receptor
G03DB08,Progesterone receptor
G03DB08,Androgen receptor
G03FA15,Progesterone receptor
G03FA15,Androgen receptor
G03AA16,Progesterone receptor
G03AA16,Androgen receptor
G03DB03,Progesterone receptor
G03FB07,Progesterone receptor
G03GA01,Lutropin-choriogonadotropic hormone receptor
N05AX16,5-hydroxytryptamine receptor 1A
N05AX16,Dopamine D2 receptor
N05AX16,5-hydroxytryptamine receptor 2A
N05AX16,Alpha-2C adrenergic receptor
N05AX16,Alpha-1B adrenergic receptor
V03AN01,Cytochrome c oxidase subunit 1
V03AN01,NADPH oxidase 1
L01XX48,Smoothened homolog
V09AX06,Amyloid beta A4 protein
V09AX05,Amyloid beta A4 protein
V09AX04,Amyloid beta A4 protein
V09BA03,Hydroxyapatite
V09BA03,Amorphous calcium phosphate
N05BA19,Platelet-activating factor receptor
N05BA19,GABA(A) Receptor
N05BA19,GABA(A) Receptor Benzodiazepine Binding Site
N06AA16,5-hydroxytryptamine receptor 1A
N06AA16,5-hydroxytryptamine receptor 2A
N06AA16,Histamine H1 receptor
N06AA16,Muscarinic acetylcholine receptor M1
N06AA16,Muscarinic acetylcholine receptor M2
N06AA16,Muscarinic acetylcholine receptor M3
N06AA16,Muscarinic acetylcholine receptor M4
N06AA16,Muscarinic acetylcholine receptor M5
N06AA16,Alpha-2 adrenergic receptors
N06AA16,Alpha-1 adrenergic receptors
N06AA16,Sodium-dependent noradrenaline transporter
N06AA16,Sodium-dependent serotonin transporter
J05AP09,Nonstructural protein 5B (NS5B)
J05AP52,Nonstructural protein 5B (NS5B)
N06AX09,Sodium-dependent noradrenaline transporter
N06AB09,Alpha-1 adrenergic receptors
N06AB09,Alpha-2 adrenergic receptors
N06AB09,Dopamine D2 receptor
N06AB09,Muscarinic acetylcholine receptor
N06AB09,5-hydroxytryptamine receptor 2A
N06AB09,5-hydroxytryptamine receptor 2C
S01GA06,Alpha-1 adrenergic receptors
S01GA56,Alpha-1 adrenergic receptors
C01CA08,Alpha-1 adrenergic receptors
C04AX10,Alpha adrenergic receptor
G04BE06,Alpha adrenergic receptor
M04AX02,Uric acid
R05DA08,Mu-type opioid receptor
R05DA08,Kappa-type opioid receptor
R05DA08,Delta-type opioid receptor
M01AE14,Prostaglandin G/H synthase 2
M01AE14,Prostaglandin G/H synthase 1
M01AE14,Apoptosis regulator Bcl-2
M01AE14,Thrombomodulin
M01AE14,Tissue-type plasminogen activator
M01AE14,"Fatty acid-binding protein, intestinal"
M01AE14,Peroxisome proliferator-activated receptor gamma
M01AE14,Cystic fibrosis transmembrane conductance regulator
M01AE14,Solute carrier family 15 member 1
M01AE14,Peroxisome proliferator-activated receptor alpha
M01AE14,Platelet glycoprotein Ib alpha chain
M01AE14,Protein S100-A7
M02AA27,Prostaglandin G/H synthase 1
M02AA27,Prostaglandin G/H synthase 2
N02AJ14,Prostaglandin G/H synthase 1
N02AJ14,Prostaglandin G/H synthase 2
M01AE17,Prostaglandin G/H synthase 1
M01AE17,Prostaglandin G/H synthase 2
M01AC04,Prostaglandin G/H synthase 1
M01AC04,Prostaglandin G/H synthase 2
M01AG02,Prostaglandin G/H synthase 1
M01AG02,Prostaglandin G/H synthase 2
C01DX16,ATP-binding cassette sub-family C member 9
N05AD03,Dopamine D2 receptor
N05AX11,D(1) dopamine receptor
N05AX11,Dopamine D2 receptor
N05AX11,5-hydroxytryptamine receptor 2A
N05AX11,5-hydroxytryptamine receptor 6
N05AX11,5-hydroxytryptamine receptor 7
N05AX11,Sodium-dependent noradrenaline transporter
N05AX11,Sodium-dependent serotonin transporter
C08CA12,Voltage-dependent L-type calcium channel subunit alpha-1C
B06AC04,Complement C1r subcomponent
B06AC04,Complement C1s subcomponent
B06AC04,Plasma kallikrein
B06AC04,Coagulation factor XII
B06AC04,Prothrombin
B06AC04,Coagulation factor XI
B06AC04,Tissue-type plasminogen activator
C08CA15,Voltage-dependent L-type calcium channel
C08CA15,Voltage-dependent N-type calcium channel subunit alpha-1B
C08CA15,Voltage-dependent T-type calcium channel
C08CA14,Voltage-dependent N-type calcium channel subunit alpha-1B
C08CA14,Voltage-dependent L-type calcium channel
C08CA09,Voltage-dependent L-type calcium channel
C08CA11,Voltage-dependent L-type calcium channel
