drugid,target
DB08643,Stromelysin-1
DB08644,Genome polyprotein
DB08645,Carbonic anhydrase 2
DB08646,Amicyanin
DB08646,Methylamine dehydrogenase heavy chain
DB08646,Methylamine dehydrogenase light chain
DB08646,Cytochrome c-L
DB08646,Quinohemoprotein amine dehydrogenase subunit gamma
DB08646,Quinohemoprotein amine dehydrogenase 60 kDa subunit
DB08646,Quinohemoprotein amine dehydrogenase 40 kDa subunit
DB08647,Ig kappa chain C region
DB08648,P-protein
DB08648,Chorismate mutase AroH
DB08648,Secreted chorismate mutase
DB08649,Aralkylamine dehydrogenase light chain
DB08649,Aralkylamine dehydrogenase heavy chain
DB08651,Type-2 restriction enzyme EcoRV
DB08651,DNA topoisomerase 2-beta
DB08652,Aralkylamine dehydrogenase light chain
DB08652,Aralkylamine dehydrogenase heavy chain
DB08653,Aralkylamine dehydrogenase light chain
DB08653,Aralkylamine dehydrogenase heavy chain
DB08654,Phenylethanolamine N-methyltransferase
DB08655,CREB-binding protein
DB08656,Replicase polyprotein 1ab
DB08657,Trans-2-enoyl-ACP reductase II
DB08658,Cholinesterase
DB08659,Carbonic anhydrase 2
DB08660,Casein kinase II subunit alpha
DB08661,Ribonuclease pancreatic
DB08662,Gag-Pol polyprotein
DB08663,Gag-Pol polyprotein
DB08664,Gag-Pol polyprotein
DB08665,Gag-Pol polyprotein
DB08666,Methionine aminopeptidase
DB08667,Methionine aminopeptidase
DB08668,Methionine aminopeptidase
DB08669,Methionine aminopeptidase
DB08670,Methionine aminopeptidase
DB08671,Methionine aminopeptidase
DB08672,Dipeptidyl peptidase 4
DB08673,Cyclin-dependent kinase 2
DB08674,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
DB08674,Protein farnesyltransferase subunit beta
DB08675,Prostacyclin synthase
DB08676,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
DB08676,Protein farnesyltransferase subunit beta
DB08677,Cyclin-dependent kinase 2
DB08678,Receptor-type tyrosine-protein phosphatase beta
DB08680,Gag-Pol polyprotein
DB08681,Gag-Pol polyprotein
DB08682,Gag-Pol polyprotein
DB08683,Serine/threonine-protein kinase Chk1
DB08684,3-oxoacyl-[acyl-carrier-protein] synthase 3
DB08685,Glutaryl-CoA dehydrogenase
DB08686,Gag-Pol polyprotein
DB08687,Egl nine homolog 1
DB08687,Hypoxia-inducible factor 1-alpha
DB05577,Egl nine homolog 1
DB05577,Hypoxia-inducible factor 1-alpha
DB08688,Acyl-coenzyme A thioesterase 13
DB08689,Photosynthetic reaction center cytochrome c subunit
DB08689,Reaction center protein H chain
DB08689,Reaction center protein L chain
DB08689,Reaction center protein M chain
DB08689,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
DB08689,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"
DB08689,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
DB08689,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial"
DB08689,Thiol:disulfide interchange protein DsbA
DB08689,Disulfide bond formation protein B
DB08689,NrfC protein
DB08689,Thiosulfate reductase
DB08689,Hypothetical membrane spanning protein
DB08690,Succinate dehydrogenase flavoprotein subunit
DB08690,Succinate dehydrogenase iron-sulfur subunit
DB08690,Succinate dehydrogenase cytochrome b556 subunit
DB08690,Succinate dehydrogenase hydrophobic membrane anchor subunit
DB08690,"Cytochrome c1, heme protein, mitochondrial"
DB08690,Cytochrome b
DB08690,"Cytochrome b-c1 complex subunit 1, mitochondrial"
DB08690,"Cytochrome b-c1 complex subunit 2, mitochondrial"
DB08690,"Cytochrome b-c1 complex subunit 6, mitochondrial"
DB08690,Cytochrome b-c1 complex subunit 8
DB08690,"Cytochrome b-c1 complex subunit Rieske, mitochondrial"
DB08690,Cytochrome b-c1 complex subunit 10
DB08690,Cytochrome b-c1 complex subunit 7
DB08690,Cytochrome b-c1 complex subunit 9
DB08690,Photosynthetic reaction center cytochrome c subunit
DB08690,Reaction center protein H chain
DB08690,Reaction center protein L chain
DB08690,Reaction center protein M chain
DB08690,Disulfide bond formation protein B
DB08690,Cytochrome b
DB08690,Ubiquinol-cytochrome c reductase iron-sulfur subunit
DB08690,Cytochrome c1
DB08690,Reaction center protein L chain
DB08690,Reaction center protein M chain
DB08690,Reaction center protein H chain
DB08691,Dual specificity protein kinase CLK1
DB08691,Dual specificity protein kinase CLK3
DB08692,Chymotrypsinogen B
DB08693,Chymotrypsinogen B
DB08694,Cyclin-dependent kinase 2
DB08694,Cyclin-A2
DB08695,Hematopoietic prostaglandin D synthase
DB08697,Urokinase-type plasminogen activator
DB08698,Glutamate racemase
DB08699,Calcium/calmodulin-dependent protein kinase type II subunit gamma
DB08701,Genome polyprotein
DB08701,Genome polyprotein
DB08702,Metallo-beta-lactamase L1
DB08703,Mitogen-activated protein kinase kinase kinase 9
DB08704,Beta-hexosaminidase
DB08705,Serine/threonine-protein kinase pim-1
DB08706,Genome polyprotein
DB08707,Serine/threonine-protein kinase pim-1
DB08708,Serine/threonine-protein kinase pim-1
DB08709,Serine/threonine-protein kinase pim-1
DB08710,Genome polyprotein
DB08711,"Endo-1,4-beta-xylanase Y"
DB08712,3-oxoacyl-[acyl-carrier-protein] synthase 3
DB08713,Genome polyprotein
DB08714,Genome polyprotein
DB08715,Genome polyprotein
DB08717,Carboxylesterase
DB08718,Methionine aminopeptidase
DB08719,Genome polyprotein
DB08720,Genome polyprotein
DB08721,Genome polyprotein
DB08722,Genome polyprotein
DB08723,Genome polyprotein
DB08723,Genome polyprotein
DB08724,Genome polyprotein
DB08725,Genome polyprotein
DB08726,Genome polyprotein
DB08726,Genome polyprotein
DB08726,Genome polyprotein
DB08727,Genome polyprotein
DB08728,Genome polyprotein
DB08728,Genome polyprotein
DB08729,"cGMP-specific 3',5'-cyclic phosphodiesterase"
DB08730,Mitogen-activated protein kinase 14
DB08731,Beta-lactamase
DB08732,Replicase polyprotein 1ab
DB08732,Replicase polyprotein 1a
DB08733,Disintegrin and metalloproteinase domain-containing protein 28
DB08734,Thymidylate synthase
DB08737,Estrogen receptor alpha
DB08738,Prolyl endopeptidase
DB08739,Prolyl endopeptidase
DB08740,Cathepsin D
DB08741,Dihydrofolate reductase
DB08742,Nuclear receptor coactivator 1
DB08742,Vitamin D3 receptor
DB08743,Dipeptidyl peptidase 4
DB08744,Ribosyldihydronicotinamide dehydrogenase [quinone]
DB08745,Coagulation factor X
DB08746,Coagulation factor X
DB08747,Genome polyprotein
DB08748,Replicase polyprotein 1ab
DB08748,Orf1a polyprotein
DB08749,Beta-secretase 1
DB08750,"Nitric oxide synthase, inducible"
DB08751,GTPase HRas
DB08752,Cathepsin S
DB08753,Peptide deformylase
DB08754,Peptide deformylase
DB08755,Cathepsin S
DB08756,cAMP-dependent protein kinase catalytic subunit alpha
DB08756,cAMP-dependent protein kinase inhibitor alpha
DB08756,Rho-associated protein kinase 1
DB08756,Rho-associated protein kinase 2
DB08757,Methionine aminopeptidase
DB08758,Methionine aminopeptidase
DB08759,Type I polyketide synthase PikAIV
DB08760,Peroxisome proliferator-activated receptor gamma
DB08761,Mycocyclosin synthase
DB08762,Carboxypeptidase A1
DB08763,Trypsin-1
DB08765,Carbonic anhydrase 2
DB08765,Macrophage migration inhibitory factor
DB08766,Cytosol aminopeptidase
DB08767,Aralkylamine dehydrogenase light chain
DB08767,Aralkylamine dehydrogenase heavy chain
DB08768,Cyclin-dependent kinase 2
DB08770,Adenosine receptor A2a
DB08771,Corticosteroid 11-beta-dehydrogenase isozyme 1
DB08772,Aldo-keto reductase family 1 member B10
DB08772,Aldose reductase
DB08773,Estrogen receptor alpha
DB08773,Nuclear receptor coactivator 2
DB08774,Serine/threonine-protein kinase Chk1
DB08775,Cathepsin F
DB08776,Serine/threonine-protein kinase Chk1
DB08777,Serine/threonine-protein kinase Chk1
DB08778,Serine/threonine-protein kinase Chk1
DB08779,Serine/threonine-protein kinase Chk1
DB08780,Serine/threonine-protein kinase Chk1
DB08781,Serine/threonine-protein kinase Chk1
DB08782,Carbonic anhydrase 2
DB08783,Tyrosine-protein phosphatase non-receptor type 1
DB08784,NmrA-like family domain-containing protein 1
DB08785,Endoglucanase H
DB08786,Heat shock protein HSP 90-alpha
DB08787,Heat shock protein HSP 90-alpha
DB08788,Heat shock protein HSP 90-alpha
DB08789,Heat shock protein HSP 90-alpha
DB08790,Hematopoietic prostaglandin D synthase
DB08791,Hepatocyte growth factor receptor
DB08795,Penicillin-binding protein 2a
DB08795,Penicillin-binding protein 1b
DB08795,Penicillin-binding protein 3
DB08795,Penicillin-binding protein 1A
DB08795,Penicillin-binding protein 2B
DB08798,Dihydropteroate synthetase
DB08799,Histamine H1 receptor
DB08800,Histamine H1 receptor
DB07523,Histamine H1 receptor
DB08801,Histamine H1 receptor
DB08801,Muscarinic acetylcholine receptor M2
DB08802,Histamine H1 receptor
DB08804,Androgen receptor
DB08804,Proto-oncogene c-Fos
DB08804,5-hydroxytryptamine 2 receptor
DB08804,5-hydroxytryptamine receptor 1B
DB08804,Insulin-like growth factor 1 receptor
DB08804,Dopamine receptor
DB08805,Histamine H2 receptor
DB08806,Histamine H2 receptor
DB08807,Beta-1 adrenergic receptor
DB08807,Beta-2 adrenergic receptor
DB08807,5-hydroxytryptamine receptor 1A
DB08807,5-hydroxytryptamine receptor 1B
DB08807,Beta-3 adrenergic receptor
DB08808,Beta-1 adrenergic receptor
DB08808,Beta-2 adrenergic receptor
DB08808,Beta-3 adrenergic receptor
DB08809,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 1, mitochondrial"
DB08809,Maleylacetoacetate isomerase
DB08810,5-hydroxytryptamine receptor 1A
DB08810,5-hydroxytryptamine receptor 2A
DB08810,5-hydroxytryptamine receptor 4
DB08811,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
DB08811,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
DB08811,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
DB08811,"cGMP-dependent 3',5'-cyclic phosphodiesterase"
DB08813,Antithrombin-III
DB08813,P-selectin
DB08813,Proto-oncogene c-Fos
DB08813,Myc proto-oncogene protein
DB08814,Prostaglandin G/H synthase 1
DB08814,Nuclear factor NF-kappa-B p105 subunit
DB08814,"Nitric oxide synthase, inducible"
DB08814,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
DB08815,Dopamine D2 receptor
DB08815,5-hydroxytryptamine receptor 2A
DB08815,5-hydroxytryptamine receptor 7
DB08815,5-hydroxytryptamine receptor 1A
DB08815,Alpha-2C adrenergic receptor
DB08815,Alpha-2A adrenergic receptor
DB08816,P2Y purinoceptor 12
DB04902,P2Y purinoceptor 12
DB08818,CD44 antigen
DB08818,Intercellular adhesion molecule 1
DB08818,Hyaluronan mediated motility receptor
DB08818,Neurocan core protein
DB08818,Versican core protein
DB08818,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
DB08818,Hyaluronan and proteoglycan link protein 1
DB08818,Hyaluronan and proteoglycan link protein 3
DB08818,Hyaluronan-binding protein 2
DB08818,Layilin
DB08818,Stabilin-2
DB08818,Tumor necrosis factor-inducible gene 6 protein
DB08818,Interphotoreceptor matrix proteoglycan 2
DB08818,Intracellular hyaluronan-binding protein 4
DB08818,Lymphatic vessel endothelial hyaluronic acid receptor 1
DB08819,Prostaglandin F2-alpha receptor
DB08820,Cystic fibrosis transmembrane conductance regulator
DB05989,Cystic fibrosis transmembrane conductance regulator
DB08822,Type-1 angiotensin II receptor
DB05358,Type-1 angiotensin II receptor
DB08826,Iron
DB08827,Microsomal triglyceride transfer protein large subunit
DB08828,Smoothened homolog
DB08835,Glutamate carboxypeptidase 2
DB08836,Angiotensin-converting enzyme
DB08837,pH-gated potassium channel KcsA
DB08837,Neuronal acetylcholine receptor subunit alpha-9
DB08837,Calcium-activated potassium channel subunit alpha-1
DB08837,Potassium voltage-gated channel subfamily A member 1
DB08838,Alpha-2C adrenergic receptor
DB08838,Nischarin
DB08838,Acetylcholine receptor subunit alpha
DB08838,"Glutamate receptor ionotropic, NMDA 1"
DB08838,ATP-sensitive inward rectifier potassium channel 1
DB08838,Voltage-dependent N-type calcium channel subunit alpha-1B
DB08838,Acid-sensing ion channel 3
DB08839,Sodium-dependent serotonin transporter
DB08839,5-hydroxytryptamine receptor 2A
DB08839,5-hydroxytryptamine receptor 3A
DB08839,5-hydroxytryptamine receptor 3B
DB08839,Synaptic vesicular amine transporter
DB08844,"Glycogen phosphorylase, liver form"
DB01696,"Glycogen phosphorylase, liver form"
EXPT03202,"Glycogen phosphorylase, liver form"
DB08845,Aspartate aminotransferase
DB02926,Aspartate aminotransferase
DB03806,Aspartate aminotransferase
EXPT00137,Aspartate aminotransferase
DB08846,Carbonic anhydrase 1
DB08846,Carbonic anhydrase 2
DB08846,Carbonic anhydrase 3
DB08846,Carbonic anhydrase 4
DB08846,"Carbonic anhydrase 5A, mitochondrial"
DB08846,"Carbonic anhydrase 5B, mitochondrial"
DB08846,Carbonic anhydrase 6
DB08846,Carbonic anhydrase 7
DB08846,Carbonic anhydrase 9
DB08846,Carbonic anhydrase 12
DB08846,Carbonic anhydrase 14
DB08846,Casein kinase II subunit alpha
DB08846,cAMP-dependent protein kinase catalytic subunit alpha
DB08846,Protein kinase C alpha type
DB08846,Protein kinase C beta type
DB08846,Tyrosine-protein kinase SYK
DB08846,Squalene monooxygenase
DB08468,Carbonic anhydrase 1
DB08468,Carbonic anhydrase 2
DB08468,Carbonic anhydrase 3
DB08468,Carbonic anhydrase 4
DB08468,"Carbonic anhydrase 5A, mitochondrial"
DB08468,"Carbonic anhydrase 5B, mitochondrial"
DB08468,Carbonic anhydrase 6
DB08468,Carbonic anhydrase 7
DB08468,Carbonic anhydrase 9
DB08468,Carbonic anhydrase 12
DB08468,Carbonic anhydrase 14
DB08468,Casein kinase II subunit alpha
DB08468,cAMP-dependent protein kinase catalytic subunit alpha
DB08468,Protein kinase C alpha type
DB08468,Protein kinase C beta type
DB08468,Tyrosine-protein kinase SYK
DB08468,Squalene monooxygenase
DB08848,Sodium- and chloride-dependent GABA transporter 2
DB08848,Sodium- and chloride-dependent GABA transporter 1
DB08848,Sodium- and chloride-dependent GABA transporter 3
DB08848,Sodium- and chloride-dependent betaine transporter
DB08855,Cysteinyl leukotriene receptor 1
DB08855,Cysteinyl leukotriene receptor 2
DB08855,Multidrug resistance-associated protein 1
DB08860,3-hydroxy-3-methylglutaryl-coenzyme A reductase
DB08860,Integrin alpha-L
DB06514,3-hydroxy-3-methylglutaryl-coenzyme A reductase
DB06514,Integrin alpha-L
DB08862,Cholecystokinin receptor type A
DB08862,RAF proto-oncogene serine/threonine-protein kinase
DB08862,Mitogen-activated protein kinase 3
DB08862,Pro-epidermal growth factor
DB08862,Protein kinase C beta type
DB08862,Gastrin/cholecystokinin type B receptor
DB08864,Reverse transcriptase/RNaseH
DB08864,Nuclear receptor subfamily 1 group I member 2
DB08592,Reverse transcriptase/RNaseH
DB08592,Nuclear receptor subfamily 1 group I member 2
DB05083,Reverse transcriptase/RNaseH
DB05083,Nuclear receptor subfamily 1 group I member 2
DB08865,ALK tyrosine kinase receptor
DB08865,Hepatocyte growth factor receptor
DB08700,ALK tyrosine kinase receptor
DB08700,Hepatocyte growth factor receptor
DB08867,Progesterone receptor
DB08867,Glucocorticoid receptor
DB08867,Androgen receptor
DB05366,Progesterone receptor
DB05366,Glucocorticoid receptor
DB05366,Androgen receptor
DB08868,Sphingosine 1-phosphate receptor 5
DB08868,Histone deacetylase 1
DB08868,Sphingosine 1-phosphate receptor 1
DB08868,Sphingosine 1-phosphate receptor 4
DB08868,Sphingosine 1-phosphate receptor 3
DB08869,Growth hormone-releasing hormone receptor
DB08870,Tumor necrosis factor receptor superfamily member 8
DB06028,Tumor necrosis factor receptor superfamily member 8
DB16382,Tumor necrosis factor receptor superfamily member 8
DB08871,Apoptosis regulator Bcl-2
DB08871,Tubulin beta-1 chain
DB04940,Apoptosis regulator Bcl-2
DB04940,Tubulin beta-1 chain
DB08872,Voltage-dependent calcium channel subunit alpha-2/delta-1
DB08872,Voltage-dependent calcium channel subunit alpha-2/delta-2
DB04922,Voltage-dependent calcium channel subunit alpha-2/delta-1
DB04922,Voltage-dependent calcium channel subunit alpha-2/delta-2
DB08873,NS3/4A protein
DB05665,NS3/4A protein
DB08874,RNA polymerase sigma factor
DB08875,Hepatocyte growth factor receptor
DB08875,Vascular endothelial growth factor receptor 2
DB08875,Proto-oncogene tyrosine-protein kinase receptor Ret
DB05153,Hepatocyte growth factor receptor
DB05153,Vascular endothelial growth factor receptor 2
DB05153,Proto-oncogene tyrosine-protein kinase receptor Ret
DB08876,Glucocerebroside
DB06667,Glucocerebroside
DB08877,Tyrosine-protein kinase JAK2
DB08877,Tyrosine-protein kinase JAK1
DB08877,Tyrosine-protein kinase JAK3
DB08877,Non-receptor tyrosine-protein kinase TYK2
DB06164,Tyrosine-protein kinase JAK2
DB06164,Tyrosine-protein kinase JAK1
DB06164,Tyrosine-protein kinase JAK3
DB06164,Non-receptor tyrosine-protein kinase TYK2
DB08879,Tumor necrosis factor ligand superfamily member 13B
DB08880,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
EXPT00364,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
DB03805,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
DB08881,Serine/threonine-protein kinase B-raf
DB05238,Serine/threonine-protein kinase B-raf
DB08882,Dipeptidyl peptidase 4
DB08883,Glutamate receptor 1
DB08885,Vascular endothelial growth factor A
DB08885,Placenta growth factor
DB08885,Vascular endothelial growth factor B
DB08888,Fibronectin
DB08888,Alpha-2-macroglobulin
DB08888,Alpha-2-antiplasmin
DB05028,Fibronectin
DB05028,Alpha-2-macroglobulin
DB05028,Alpha-2-antiplasmin
DB08889,Proteasome subunit beta type-5
DB08889,Proteasome subunit beta type-8
DB08889,Proteasome subunit beta type-1
DB08889,Proteasome subunit beta type-9
DB08889,Proteasome subunit beta type-2
DB08889,Proteasome subunit beta type-10
DB08890,Heat-stable enterotoxin receptor
DB05566,Heat-stable enterotoxin receptor
DB08891,Gamma-aminobutyric acid type B receptor subunit 1
DB08891,Gamma-aminobutyric acid type B receptor subunit 2
DB08892,Gamma-aminobutyric acid type B receptor subunit 1
DB08892,Gamma-aminobutyric acid type B receptor subunit 2
DB05031,Gamma-aminobutyric acid type B receptor subunit 1
DB05031,Gamma-aminobutyric acid type B receptor subunit 2
DB08893,Beta-3 adrenergic receptor
DB08893,Beta-1 adrenergic receptor
DB05702,Beta-3 adrenergic receptor
DB05702,Beta-1 adrenergic receptor
DB08894,Erythropoietin receptor
DB08895,Tyrosine-protein kinase JAK1
DB08895,Tyrosine-protein kinase JAK2
DB08895,Tyrosine-protein kinase JAK3
DB08895,Non-receptor tyrosine-protein kinase TYK2
DB08183,Tyrosine-protein kinase JAK1
DB08183,Tyrosine-protein kinase JAK2
DB08183,Tyrosine-protein kinase JAK3
DB08183,Non-receptor tyrosine-protein kinase TYK2
DB08896,Vascular endothelial growth factor receptor 1
DB08896,Vascular endothelial growth factor receptor 2
DB08896,Vascular endothelial growth factor receptor 3
DB08896,Mast/stem cell growth factor receptor Kit
DB08896,Platelet-derived growth factor receptor alpha
DB08896,Platelet-derived growth factor receptor beta
DB08896,Fibroblast growth factor receptor 1
DB08896,Fibroblast growth factor receptor 2
DB08896,Angiopoietin-1 receptor
DB08896,Discoidin domain-containing receptor 2
DB08896,High affinity nerve growth factor receptor
DB08896,Ephrin type-A receptor 2
DB08896,RAF proto-oncogene serine/threonine-protein kinase
DB08896,Serine/threonine-protein kinase B-raf
DB08896,Mitogen-activated protein kinase 11
DB08896,Tyrosine-protein kinase FRK
DB08896,Tyrosine-protein kinase ABL1
DB08896,Proto-oncogene tyrosine-protein kinase receptor Ret
DB08897,Muscarinic acetylcholine receptor M1
DB08897,Muscarinic acetylcholine receptor M2
DB08897,Muscarinic acetylcholine receptor M3
